Kanji,Kanji_Core_Meaning,Word,Word_Reading,English_Meaning,Connection_Type,Figurative_Note,Position_in_Deck
天,"heavens, sky",天気,てんき,weather,figurative,"heaven + spirit → the sky's ""mood"" → weather",99
天,"heavens, sky",天気予報,てんきよほう,weather forecast,direct,,863
天,"heavens, sky",天井,てんじょう,ceiling,figurative,heaven + well → possibly referencing a well-frame-like coffered ceiling shape → ceiling,1590
晴,clear up,晴れる,はれる,"be sunny, clear up",direct,,100
晴,clear up,晴れ,はれ,"fine weather, clear sky",direct,,476
晴,clear up,素晴らしい,すばらしい,"splendid, excellent",figurative,"plain/element + clear-ish → doesn't map directly → wonderful, splendid",1460
昨,"yesterday, previous",昨日,きのう,yesterday,direct,,102
昨,"yesterday, previous",昨年,さくねん,last year (polite),direct,,482
昨,"yesterday, previous",一昨年,おととし,the year before last,direct,,484
昨,"yesterday, previous",一昨日,おととい,day before yesterday,direct,,485
昨,"yesterday, previous",昨夜,ゆうべ,"last night, last evening",direct,,529
開,"open, unfold",開ける,あける,"open, unlock",direct,,103
開,"open, unfold",開く,ひらく,open を/が,direct,,104
開,"open, unfold",開く,あく,open が,direct,,496
開,"open, unfold",開始,かいし,beginning,direct,,917
開,"open, unfold",開発,かいはつ,development,direct,,930
開,"open, unfold",公開,こうかい,opening (to the public),direct,,1096
開,"open, unfold",開催,かいさい,"holding (of an event), opening",direct,,1510
閉,"closed, shut",閉じる,とじる,"close (book, eyes, etc.)",direct,,105
閉,"closed, shut",閉める,しめる,"shut, close",direct,,106
閉,"closed, shut",閉まる,しまる,"be shut, be closed",direct,,107
聞,"hear, ask",聞く,きく,"hear, ask",direct,,108
聞,"hear, ask",聞こえる,きこえる,"be heard, be audible",direct,,497
聞,"hear, ask",新聞,しんぶん,newspaper,direct,,682
間,"interval, space",時間,じかん,"time, hour",direct,,109
間,"interval, space",年間,ねんかん,period of one year,direct,,499
間,"interval, space",この間,このあいだ,"the other day, recently",direct,,500
間,"interval, space",間,あいだ,"interval, space between",direct,,501
間,"interval, space",人間,にんげん,"human being, people",figurative,"person + interval/space → originally ""the human world/society"" → shifted to mean ""human"" itself",502
間,"interval, space",昼間,ひるま,"daytime, day",direct,,525
間,"interval, space",間に合う,まにあう,"be in time, serve (my) purpose<br>なくても〜 do without",direct,,556
間,"interval, space",期間,きかん,period (of time),direct,,839
間,"interval, space",間違い,まちがい,"mistake, error",direct,,987
間,"interval, space",間違える,まちがえる,"make a mistake (in something), confuse (を)",direct,,988
間,"interval, space",間違う,まちがう,"be mistaken, be incorrect",direct,,989
高,"tall, high",高い,たかい,"high, tall",direct,,110
高,"tall, high",高校生,こうこうせい,high school student,direct,,215
高,"tall, high",高さ,たかさ,height,direct,,504
高,"tall, high",高校,こうこう,high school,direct,,755
高,"tall, high",高等学校,こうとうがっこう,senior high school,direct,,1051
安,"relax, cheap",安い,やすい,"inexpensive, cheap",direct,,112
安,"relax, cheap",安全,あんぜん,"safety, security",direct,,604
安,"relax, cheap",安心,あんしん,"peace of mind, relief",direct,,686
低,"lower, short",低い,ひくい,"low, short",direct,,113
前,"in front, before",前,まえ,"front, before",direct,,114
前,"in front, before",午前,ごぜん,"morning, a.m.",direct,,118
前,"in front, before",名前,なまえ,name,direct,,197
前,"in front, before",昼前,ひるまえ,"in the morning, before noon",direct,,524
後,"behind, back",後,あと,after,direct,,115
後,"behind, back",後ろ,うしろ,"back, behind",direct,,116
後,"behind, back",午後,ごご,"afternoon, p.m.",direct,,117
後,"behind, back",今後,こんご,"after this, in the future (formal)",direct,,509
後,"behind, back",後[のち],のち,"after, afterwards (formal)",direct,,510
後,"behind, back",最後,さいご,"last, final",direct,,511
後,"behind, back",明後日,あさって,day after tomorrow,direct,,513
午,"noon, sign of the horse",午後,ごご,"afternoon, p.m.",direct,,117
午,"noon, sign of the horse",午前,ごぜん,"morning, a.m.",direct,,118
朝,"morning, dynasty",朝,あさ,morning,direct,,119
朝,"morning, dynasty",毎朝,まいあさ,every morning,direct,,520
朝,"morning, dynasty",今朝,けさ,this morning,direct,,521
朝,"morning, dynasty",朝食,ちょうしょく,breakfast (formal),direct,,534
朝,"morning, dynasty",朝ご飯,あさごはん,breakfast,direct,,715
朝,"morning, dynasty",朝刊,ちょうかん,morning edition,direct,,1343
昼,"daytime, noon",昼,ひる,"daytime, midday, lunch",direct,,120
昼,"daytime, noon",昼休み,ひるやすみ,"noon recess, lunch break",direct,,523
昼,"daytime, noon",昼前,ひるまえ,"in the morning, before noon",direct,,524
昼,"daytime, noon",昼間,ひるま,"daytime, day",direct,,525
昼,"daytime, noon",昼食,ちゅうしょく,lunch (formal),direct,,533
昼,"daytime, noon",昼過ぎ,ひるすぎ,just past noon,direct,,927
昼,"daytime, noon",昼寝,ひるね,nap,direct,,1325
晩,"nightfall, night",晩,ばん,evening (usually from sunset to bedtime),direct,,122
晩,"nightfall, night",今晩,こんばん,"this evening, tonight",direct,,123
晩,"nightfall, night",毎晩,まいばん,every evening,direct,,526
夜,"night, evening",夜,よる,night (from sunset to sunrise),direct,,124
夜,"night, evening",今夜,こんや,"tonight, this evening",direct,,528
夜,"night, evening",昨夜,ゆうべ,"last night, last evening",direct,,529
夜,"night, evening",夜中,よなか,"midnight, dead of night",direct,,530
食,"eat, food",食べる,たべる,eat,direct,,125
食,"eat, food",食べ物,たべもの,food,direct,,198
食,"eat, food",昼食,ちゅうしょく,lunch (formal),direct,,533
食,"eat, food",朝食,ちょうしょく,breakfast (formal),direct,,534
食,"eat, food",夕食,ゆうしょく,supper (polite),direct,,535
食,"eat, food",食事,しょくじ,"meal, dinner (formal)",direct,,562
食,"eat, food",食堂,しょくどう,"dining hall, restaurant",direct,,1708
飲,"drink, smoke",飲む,のむ,drink,direct,,126
飲,"drink, smoke",飲み物,のみもの,"beverage, drink",direct,,200
飯,"meal, boiled rice",ご飯,ごはん,"cooked rice, meal",direct,,127
飯,"meal, boiled rice",夕飯,ゆうはん,"evening meal, supper (かたい)",direct,,536
飯,"meal, boiled rice",朝ご飯,あさごはん,breakfast,direct,,715
買,buy,買う,かう,buy,direct,,128
買,buy,買い物,かいもの,"shopping, purchase",direct,,716
見,"see, hopes",見る,みる,"see, look at",direct,,129
見,"see, hopes",見せる,みせる,show,direct,,130
見,"see, hopes",見つける,みつける,find (something),direct,,132
見,"see, hopes",見える,みえる,be visible,direct,,133
見,"see, hopes",見つかる,みつかる,"be found, be caught",direct,,134
見,"see, hopes",見方,みかた,"view, way of looking",direct,,537
見,"see, hopes",花見,はなみ,cherry blossom viewing,direct,,538
見,"see, hopes",見物,けんぶつ,"sightseeing, looking around",direct,,719
見,"see, hopes",見送る,みおくる,see (someone) off,direct,,726
見,"see, hopes",見送り,みおくり,seeing someone off,direct,,727
見,"see, hopes",見学,けんがく,field trip,direct,,753
見,"see, hopes",発見,はっけん,"discovery, revelation",direct,,933
見,"see, hopes",意見,いけん,opinion,direct,,1075
言,"say, word",言う,いう,"say, tell",direct,,135
言,"say, word",言葉,ことば,"word, language",direct,,343
言,"say, word",言い方,いいかた,"way of speaking, expression",direct,,539
言,"say, word",言語,げんご,"language, speech",direct,,545
言,"say, word",発言,はつげん,"statement, remark",direct,,932
話,"tale, talk",話す,はなす,"speak, tell",direct,,136
話,"tale, talk",話,はなし,"talk, story",direct,,540
話,"tale, talk",会話,かいわ,conversation,direct,,553
話,"tale, talk",話し合う,はなしあう,"discuss, talk about",direct,,554
話,"tale, talk",電話,でんわ,"telephone, phone call",direct,,568
話,"tale, talk",電話帳,でんわちょう,telephone book,direct,,1637
読,read,読む,よむ,read,direct,,137
読,read,読み,よみ,"reading, judgment, foresight",direct,,542
読,read,読み方,よみかた,"way to read, reading",direct,,543
字,"character, letter",漢字,かんじ,Chinese character,direct,,138
字,"character, letter",文字,もじ,"character, letter",direct,,546
字,"character, letter",字,じ,"character, letter, handwriting",direct,,547
字,"character, letter",名字,みょうじ,"surname, family name",direct,,709
字,"character, letter",数字,すうじ,"figure, numeral",direct,,783
字,"character, letter",ローマ字,ろーまじ,Roman alphabet,direct,,1828
漢,"sino-, china",漢字,かんじ,Chinese character,direct,,138
書,write,書く,かく,write,direct,,139
書,write,書き直す,かきなおす,rewrite,direct,,257
書,write,図書館,としょかん,library,direct,,263
書,write,書き方,かきかた,"how to write, way of writing",direct,,548
書,write,書き取る,かきとる,"write down, note down",direct,,731
書,write,図書室,としょしつ,library room,direct,,1002
書,write,教科書,きょうかしょ,"textbook, schoolbook",direct,,1061
書,write,辞書,じしょ,dictionary,direct,,1176
書,write,横書き,よこがき,horizontal writing,direct,,1295
書,write,書留,かきとめ,registered mail,direct,,1317
書,write,絵葉書,えはがき,picture postcard,direct,,1476
覚,"memorize, learn",覚える,おぼえる,"memorize, learn",direct,,140
覚,"memorize, learn",覚める,さめる,"awake, wake up (目が)",direct,,549
覚,"memorize, learn",覚ます,さます,"awaken, wake up 目を",direct,,550
覚,"memorize, learn",目覚まし時計,めざましどけい,alarm clock,direct,,820
会,"meeting, meet",会う,あう,meet,direct,,142
会,"meeting, meet",大会,たいかい,"mass meeting, tournament",direct,,551
会,"meeting, meet",会話,かいわ,conversation,direct,,553
会,"meeting, meet",会社,かいしゃ,"company, corporation",direct,,557
会,"meeting, meet",社会,しゃかい,society,direct,,558
会,"meeting, meet",会長,かいちょう,"chairman, president",direct,,596
会,"meeting, meet",国会,こっかい,"National Diet, parliament",direct,,611
会,"meeting, meet",教会,きょうかい,church,direct,,761
会,"meeting, meet",会議,かいぎ,"conference, meeting",direct,,1035
会,"meeting, meet",会談,かいだん,"conference, talk",direct,,1137
仕,"attend, doing",仕事,しごと,"work, job",direct,,143
仕,"attend, doing",仕方,しかた,"way, method",direct,,560
仕,"attend, doing",仕舞う,しまう,put away,direct,,1700
事,"matter, thing",仕事,しごと,"work, job",direct,,143
事,"matter, thing",食事,しょくじ,"meal, dinner (formal)",direct,,562
事,"matter, thing",火事,かじ,fire (emergency),direct,,563
事,"matter, thing",大事,だいじ,important (thing),direct,,564
事,"matter, thing",事故,じこ,"accident, incident",direct,,565
事,"matter, thing",工事,こうじ,construction work,direct,,566
事,"matter, thing",交通事故,こうつうじこ,traffic accident,direct,,575
事,"matter, thing",用事,ようじ,"things to do, errand, business",direct,,645
事,"matter, thing",事情,じじょう,"circumstances, conditions",figurative,"matter + emotion/circumstance → the ""feel"" of a situation → circumstances",678
事,"matter, thing",返事,へんじ,"answer, reply",direct,,832
事,"matter, thing",事実,じじつ,"fact, truth",direct,,922
事,"matter, thing",事務所,じむしょ,"office, one's place of business",direct,,1179
事,"matter, thing",事務室,じむしつ,office,direct,,1180
事,"matter, thing",事件,じけん,"event, incident, case",direct,,1192
場,"location, place",場合,ばあい,"situation, case",figurative,"place + fit/join → doesn't map directly → situation, case",144
場,"location, place",工場,こうじょう,"factory, plant",direct,,567
場,"location, place",売り場,うりば,"sales floor, department",direct,,650
場,"location, place",場所,ばしょ,"place, space",direct,,702
場,"location, place",入場券,にゅうじょうけん,entrance ticket,direct,,852
場,"location, place",立場,たちば,"standpoint, position",figurative,"stand + place → an abstract ""standing place"" → position, standpoint",889
場,"location, place",飛行場,ひこうじょう,"airport, airfield",direct,,1103
場,"location, place",駐車場,ちゅうしゃじょう,parking area,direct,,1527
合,"fit, suit",場合,ばあい,"situation, case",figurative,"place + fit/join → doesn't map directly → situation, case",144
